user_id,song_name,rating
19,"Princess Bride, The (1987)",4.485450267791748
19,Anne Frank Remembered (1995),4.626134872436523
19,"Boys, Les (1997)",4.934415340423584
19,Fresh (1994),4.514200687408447
19,Ninotchka (1939),4.517448902130127
20,Crooklyn (1994),4.1655592918396
20,"Sum of Us, The (1994)",4.451562404632568
20,Love & Human Remains (1993),4.072722434997559
20,Love! Valour! Compassion! (1997),4.049315929412842
20,Legal Deceit (1997),4.162901878356934
21,Braindead (1992),4.481787204742432
21,"World of Apu, The (Apur Sansar) (1959)",4.4469380378723145
21,"Saint of Fort Washington, The (1993)",4.387448787689209
21,Pulp Fiction (1994),4.392154216766357
21,Faust (1994),4.502125263214111
22,Pather Panchali (1955),5.130935192108154
22,Star Wars (1977),4.910938262939453
22,"Saint of Fort Washington, The (1993)",4.978314399719238
22,Flirt (1995),4.921934604644775
22,"Princess Bride, The (1987)",4.915187358856201
23,"Wrong Trousers, The (1993)",4.5276947021484375
23,Maya Lin: A Strong Clear Vision (1994),4.594449996948242
23,Pather Panchali (1955),4.736042499542236
23,Wallace & Gromit: The Best of Aardman Animation (1996),4.622119426727295
23,"Close Shave, A (1995)",4.623237133026123
24,"World of Apu, The (Apur Sansar) (1959)",5.009368896484375
24,"Shawshank Redemption, The (1994)",5.017532825469971
24,Mina Tannenbaum (1994),5.454047679901123
24,Anna (1996),4.977182865142822
24,Pather Panchali (1955),5.221700191497803
25,Fresh (1994),4.656496047973633
25,"Wrong Trousers, The (1993)",4.730517387390137
25,They Made Me a Criminal (1939),4.6912946701049805
25,"Ruling Class, The (1972)",4.654430389404297
25,Pather Panchali (1955),4.835805892944336
26,Maya Lin: A Strong Clear Vision (1994),3.8783318996429443
26,Angel Baby (1995),4.0669846534729
26,They Made Me a Criminal (1939),3.900980234146118
26,Mina Tannenbaum (1994),4.287648677825928
26,Pather Panchali (1955),3.970550775527954
27,Golden Earrings (1947),4.213203430175781
27,Flirt (1995),4.248889446258545
27,Titanic (1997),4.117533206939697
27,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",4.2830915451049805
27,"Saint of Fort Washington, The (1993)",4.103320121765137
28,Pulp Fiction (1994),4.443718433380127
28,Mina Tannenbaum (1994),4.648732662200928
28,"Saint of Fort Washington, The (1993)",4.649868965148926
28,"World of Apu, The (Apur Sansar) (1959)",4.5474629402160645
28,Angel Baby (1995),4.4853973388671875
29,Crooklyn (1994),4.879216194152832
29,Anna (1996),4.9691972732543945
29,Crossfire (1947),4.800211429595947
29,Pather Panchali (1955),4.795892238616943
29,Mina Tannenbaum (1994),5.092617034912109
30,Mina Tannenbaum (1994),5.496481895446777
30,Pather Panchali (1955),5.116087436676025
30,"Shawshank Redemption, The (1994)",4.931684494018555
30,Schindler's List (1993),4.951193332672119
30,Anna (1996),5.118438243865967
31,"World of Apu, The (Apur Sansar) (1959)",4.80437707901001
31,Mina Tannenbaum (1994),4.868119716644287
31,Angel Baby (1995),5.03195858001709
31,Paths of Glory (1957),4.781111717224121
31,Faust (1994),4.778221607208252
32,"Saint of Fort Washington, The (1993)",4.223876476287842
32,Pather Panchali (1955),4.106757164001465
32,L.A. Confidential (1997),4.029099941253662
32,Schizopolis (1996),4.038471698760986
32,Wallace & Gromit: The Best of Aardman Animation (1996),3.995938539505005
33,Fresh (1994),4.790221214294434
33,Raiders of the Lost Ark (1981),4.515861511230469
33,Titanic (1997),4.731905937194824
33,Terminator 2: Judgment Day (1991),4.643263339996338
33,Wallace & Gromit: The Best of Aardman Animation (1996),4.613725185394287
34,Stalker (1979),6.325241565704346
34,Mina Tannenbaum (1994),5.90545654296875
34,Wallace & Gromit: The Best of Aardman Animation (1996),6.013141632080078
34,"Ballad of Narayama, The (Narayama Bushiko) (1958)",5.947819232940674
34,Ghost in the Shell (Kokaku kidotai) (1995),5.926421642303467
35,Ruby in Paradise (1993),4.3178863525390625
35,unknown,4.159704208374023
35,Bastard Out of Carolina (1996),4.056451797485352
35,"Sum of Us, The (1994)",4.0576066970825195
35,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",4.039961338043213
36,Love & Human Remains (1993),5.17124080657959
36,"Sum of Us, The (1994)",5.996001720428467
36,Frisk (1995),5.4675445556640625
36,Three Wishes (1995),5.180742263793945
36,Washington Square (1997),5.153246879577637
37,Raiders of the Lost Ark (1981),4.413345813751221
37,Wallace & Gromit: The Best of Aardman Animation (1996),4.396541595458984
37,Star Wars (1977),4.402663707733154
37,Angel Baby (1995),4.694546699523926
37,Mina Tannenbaum (1994),4.649112701416016
38,Zeus and Roxanne (1997),5.515531063079834
38,Fresh (1994),5.320474624633789
38,My Man Godfrey (1936),5.446174144744873
38,Out to Sea (1997),5.274874687194824
38,"Cry, the Beloved Country (1995)",5.299887180328369
39,"Haunted World of Edward D. Wood Jr., The (1995)",4.672872066497803
39,Roommates (1995),5.143124103546143
39,Harlem (1993),4.638727188110352
39,Margaret's Museum (1995),4.6532816886901855
39,"Saint of Fort Washington, The (1993)",4.93226957321167
40,Hearts and Minds (1996),4.034137725830078
40,Stalker (1979),4.029134750366211
40,Crooklyn (1994),4.627490043640137
40,"Man in the Iron Mask, The (1998)",4.013120174407959
40,In the Bleak Midwinter (1995),4.017504692077637
41,Faust (1994),4.616519927978516
41,"World of Apu, The (Apur Sansar) (1959)",4.72769832611084
41,Wallace & Gromit: The Best of Aardman Animation (1996),4.6877264976501465
41,In the Line of Duty 2 (1987),4.483057022094727
41,Pather Panchali (1955),4.6659836769104
42,Angel Baby (1995),5.138288974761963
42,Best Men (1997),4.833914756774902
42,Raiders of the Lost Ark (1981),4.8510355949401855
42,Titanic (1997),4.689901828765869
42,It's a Wonderful Life (1946),4.760972023010254
43,"Shawshank Redemption, The (1994)",4.649920463562012
43,Titanic (1997),4.65791654586792
43,Golden Earrings (1947),4.809786796569824
43,Schindler's List (1993),4.653927326202393
43,Mina Tannenbaum (1994),4.610246658325195
44,They Made Me a Criminal (1939),4.430112361907959
44,Wallace & Gromit: The Best of Aardman Animation (1996),4.548179626464844
44,Star Wars (1977),4.538234233856201
44,Pather Panchali (1955),4.544100761413574
44,Flirt (1995),4.556081771850586
45,"Wrong Trousers, The (1993)",5.007814407348633
45,Pather Panchali (1955),4.981996059417725
45,"Ruling Class, The (1972)",4.9234700202941895
45,Some Folks Call It a Sling Blade (1993),4.936371326446533
45,They Made Me a Criminal (1939),4.866572380065918
46,Stalker (1979),5.043964862823486
46,In the Bleak Midwinter (1995),4.996012210845947
46,Pather Panchali (1955),5.323670387268066
46,"Story of Xinghua, The (1993)",5.320701599121094
46,To Live (Huozhe) (1994),5.332770347595215
47,Pather Panchali (1955),4.682407379150391
47,In the Bleak Midwinter (1995),4.753491401672363
47,Crooklyn (1994),4.696035861968994
47,Anna (1996),4.618789196014404
47,In the Company of Men (1997),4.597286224365234
48,Wallace & Gromit: The Best of Aardman Animation (1996),4.777854919433594
48,"Wrong Trousers, The (1993)",4.679347038269043
48,Hearts and Minds (1996),4.749533176422119
48,Angel Baby (1995),4.668191432952881
48,Mina Tannenbaum (1994),4.898123741149902
49,Bad Taste (1987),4.423619747161865
49,Boy's Life 2 (1997),4.428501605987549
49,Braindead (1992),4.337985038757324
49,"Mis�rables, Les (1995)",4.3521928787231445
49,Faust (1994),4.265178680419922
50,Braindead (1992),5.223197937011719
50,Brother Minister: The Assassination of Malcolm X (1994),5.127414703369141
50,Paradise Lost: The Child Murders at Robin Hood Hills (1996),5.056001663208008
50,Clerks (1994),4.981586933135986
50,Bad Taste (1987),5.513510704040527
51,Wallace & Gromit: The Best of Aardman Animation (1996),4.35282039642334
51,"Princess Bride, The (1987)",4.522709369659424
51,Titanic (1997),4.367886543273926
51,Flirt (1995),5.096532821655273
51,Braveheart (1995),4.495115756988525
52,Anna (1996),5.2317891120910645
52,They Made Me a Criminal (1939),5.162201404571533
52,Pather Panchali (1955),5.465231895446777
52,Good Will Hunting (1997),5.175553321838379
52,"Shawshank Redemption, The (1994)",5.208008766174316
53,Ruby in Paradise (1993),4.80888557434082
53,Angel Baby (1995),5.7090678215026855
53,N�nette et Boni (1996),4.746103763580322
53,Schindler's List (1993),4.6845502853393555
53,Mina Tannenbaum (1994),5.729289531707764
54,Good Will Hunting (1997),4.911753177642822
54,Burnt By the Sun (1994),4.748711109161377
54,"Saint of Fort Washington, The (1993)",4.828588962554932
54,Apt Pupil (1998),4.785403728485107
54,Frisk (1995),4.887430191040039
55,"Little Princess, A (1995)",4.663239002227783
55,Mina Tannenbaum (1994),4.594207763671875
55,Legal Deceit (1997),4.680968284606934
55,Welcome To Sarajevo (1997),4.563471794128418
55,"Boys of St. Vincent, The (1993)",4.6452107429504395
56,"Saint of Fort Washington, The (1993)",4.607641696929932
56,Star Wars (1977),4.610984802246094
56,Fresh (1994),4.685207843780518
56,Mina Tannenbaum (1994),4.571721076965332
56,Raiders of the Lost Ark (1981),4.606567859649658
57,Golden Earrings (1947),4.522643089294434
57,"Saint of Fort Washington, The (1993)",4.618744850158691
57,Fresh (1994),4.7207794189453125
57,Raiders of the Lost Ark (1981),4.5147175788879395
57,Star Wars (1977),4.4170637130737305
58,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",4.8417158126831055
58,Wallace & Gromit: The Best of Aardman Animation (1996),5.0026421546936035
58,Faust (1994),4.868779182434082
58,Pather Panchali (1955),4.727603435516357
58,"Saint of Fort Washington, The (1993)",4.817389011383057
59,Mina Tannenbaum (1994),5.237767696380615
59,They Made Me a Criminal (1939),4.904106140136719
59,"World of Apu, The (Apur Sansar) (1959)",5.21884822845459
59,Pather Panchali (1955),5.1522979736328125
59,"Saint of Fort Washington, The (1993)",5.020208835601807
60,Anna (1996),4.717855930328369
60,Mina Tannenbaum (1994),4.8753557205200195
60,They Made Me a Criminal (1939),4.845173358917236
60,Maya Lin: A Strong Clear Vision (1994),4.825292110443115
60,Pather Panchali (1955),4.945765972137451
61,Harlem (1993),4.4568047523498535
61,"Spitfire Grill, The (1996)",4.3185553550720215
61,Golden Earrings (1947),4.780346870422363
61,Titanic (1997),4.439757347106934
61,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",4.348626136779785
62,"World of Apu, The (Apur Sansar) (1959)",4.485954284667969
62,Pather Panchali (1955),4.543745994567871
62,Maya Lin: A Strong Clear Vision (1994),4.263954162597656
62,Wallace & Gromit: The Best of Aardman Animation (1996),4.33336067199707
62,"Usual Suspects, The (1995)",4.28489351272583
63,"Story of Xinghua, The (1993)",4.020606994628906
63,Mina Tannenbaum (1994),4.413061141967773
63,Pather Panchali (1955),4.269630432128906
63,Secrets & Lies (1996),4.044234275817871
63,Anna (1996),4.131770610809326
64,Maya Lin: A Strong Clear Vision (1994),4.375955104827881
64,Angel Baby (1995),4.45443868637085
64,They Made Me a Criminal (1939),4.428872585296631
64,Mina Tannenbaum (1994),4.372786998748779
64,Pather Panchali (1955),4.426689624786377
65,"Shawshank Redemption, The (1994)",4.702053546905518
65,Mina Tannenbaum (1994),4.94254207611084
65,Angel Baby (1995),5.001051902770996
65,N�nette et Boni (1996),4.7105841636657715
65,Schindler's List (1993),4.887970447540283
66,Mina Tannenbaum (1994),4.448236465454102
66,Angel Baby (1995),4.379096031188965
66,Star Wars (1977),4.30637788772583
66,"Saint of Fort Washington, The (1993)",4.557535648345947
66,Raiders of the Lost Ark (1981),4.348123073577881
67,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",4.745283603668213
67,Titanic (1997),4.854813575744629
67,"Shawshank Redemption, The (1994)",4.782861232757568
67,Mina Tannenbaum (1994),4.8928728103637695
67,"Cure, The (1995)",4.753220558166504
68,"City of Lost Children, The (1995)",4.9927659034729
68,Burnt By the Sun (1994),5.499527454376221
68,Pather Panchali (1955),4.972055912017822
68,Big Night (1996),4.948705673217773
68,Chungking Express (1994),4.972517967224121
69,"Saint of Fort Washington, The (1993)",4.991523265838623
69,"World of Apu, The (Apur Sansar) (1959)",5.1944451332092285
69,Angel Baby (1995),5.4455342292785645
69,Pather Panchali (1955),4.9865522384643555
69,Faust (1994),4.838033676147461
70,Angel Baby (1995),4.3432536125183105
70,Pather Panchali (1955),4.374601364135742
70,Fresh (1994),4.243917465209961
70,They Made Me a Criminal (1939),4.256622314453125
70,Mina Tannenbaum (1994),4.253407955169678
71,Schindler's List (1993),4.558347225189209
71,"World of Apu, The (Apur Sansar) (1959)",4.828573226928711
71,Burnt By the Sun (1994),4.555807590484619
71,"Mis�rables, Les (1995)",4.647818565368652
71,Pather Panchali (1955),4.837217807769775
72,Welcome To Sarajevo (1997),4.737613201141357
72,Angel Baby (1995),4.673898220062256
72,Golden Earrings (1947),4.651105880737305
72,Mina Tannenbaum (1994),5.4094438552856445
72,Anna (1996),4.711470127105713
73,Faust (1994),4.700710296630859
73,Boy's Life 2 (1997),4.883095741271973
73,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.620187282562256
73,Pather Panchali (1955),4.766730308532715
73,"World of Apu, The (Apur Sansar) (1959)",5.1366286277771
74,Schindler's List (1993),4.415884017944336
74,Mina Tannenbaum (1994),4.361640930175781
74,"Shawshank Redemption, The (1994)",4.476864337921143
74,Titanic (1997),4.3961687088012695
74,Good Will Hunting (1997),4.4974751472473145
75,Pather Panchali (1955),5.337646484375
75,"World of Apu, The (Apur Sansar) (1959)",5.27775239944458
75,Mina Tannenbaum (1994),5.299776077270508
75,Maya Lin: A Strong Clear Vision (1994),4.984191417694092
75,Wallace & Gromit: The Best of Aardman Animation (1996),5.238195896148682
76,Boy's Life 2 (1997),4.716280460357666
76,"World of Apu, The (Apur Sansar) (1959)",5.034698486328125
76,In the Line of Duty 2 (1987),4.829980850219727
76,Faust (1994),5.104510307312012
76,Angel Baby (1995),4.691354751586914
77,"World of Apu, The (Apur Sansar) (1959)",4.399145126342773
77,Paths of Glory (1957),4.514355659484863
77,"Fast, Cheap & Out of Control (1997)",4.454288959503174
77,Stalingrad (1993),4.4836039543151855
77,C'est arriv� pr�s de chez vous (1992),4.450017929077148
78,Harlem (1993),5.063877105712891
78,Crooklyn (1994),5.181093692779541
78,Some Folks Call It a Sling Blade (1993),4.993967533111572
78,Angel Baby (1995),5.189826965332031
78,"Whole Wide World, The (1996)",5.0851850509643555
79,Pather Panchali (1955),4.975634574890137
79,Crooklyn (1994),5.029112815856934
79,Mina Tannenbaum (1994),4.964748859405518
79,Anna (1996),5.0297932624816895
79,In the Bleak Midwinter (1995),5.350550651550293
80,Mina Tannenbaum (1994),4.626051425933838
80,A Chef in Love (1996),4.46043062210083
80,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",4.591476917266846
80,"Shawshank Redemption, The (1994)",4.3739800453186035
80,Titanic (1997),4.570248603820801
81,"Shawshank Redemption, The (1994)",4.4322075843811035
81,"Saint of Fort Washington, The (1993)",4.296910285949707
81,Pather Panchali (1955),4.335041046142578
81,Good Will Hunting (1997),4.333493232727051
81,Mina Tannenbaum (1994),4.635011196136475
82,Lawrence of Arabia (1962),4.110172271728516
82,"World of Apu, The (Apur Sansar) (1959)",4.165188312530518
82,Mina Tannenbaum (1994),4.168325901031494
82,Angel Baby (1995),4.270930767059326
82,Schindler's List (1993),4.260059833526611
83,"Visitors, The (Visiteurs, Les) (1993)",4.56056022644043
83,Golden Earrings (1947),4.505631923675537
83,Titanic (1997),4.536421298980713
83,Raiders of the Lost Ark (1981),4.5860395431518555
83,Angel Baby (1995),4.616666316986084
84,"Sum of Us, The (1994)",4.77109956741333
84,In the Bleak Midwinter (1995),4.799249172210693
84,They Made Me a Criminal (1939),4.783486843109131
84,Anna (1996),4.923285961151123
84,Pather Panchali (1955),4.82047700881958
85,"Boys, Les (1997)",4.325777530670166
85,Maya Lin: A Strong Clear Vision (1994),4.294711112976074
85,Mina Tannenbaum (1994),4.446400165557861
85,Angel Baby (1995),4.655817031860352
85,Pather Panchali (1955),4.419587135314941
86,Anna (1996),4.858273983001709
86,Love and Death on Long Island (1997),5.029250621795654
86,Safe (1995),4.900092124938965
86,In the Bleak Midwinter (1995),5.027285575866699
86,Mina Tannenbaum (1994),5.3153977394104
87,Titanic (1997),4.807175159454346
87,Star Wars (1977),4.885862827301025
87,Fresh (1994),4.95939302444458
87,Angel Baby (1995),5.046633720397949
87,Raiders of the Lost Ark (1981),5.0412750244140625
88,In the Bleak Midwinter (1995),5.02562952041626
88,"Letter From Death Row, A (1998)",4.812832832336426
88,"Ballad of Narayama, The (Narayama Bushiko) (1958)",4.815456390380859
88,Stalker (1979),5.380841255187988
88,Ma vie en rose (My Life in Pink) (1997),4.707554817199707
89,Mina Tannenbaum (1994),5.869390487670898
89,As Good As It Gets (1997),5.0840864181518555
89,Pather Panchali (1955),5.196376323699951
89,Angel Baby (1995),5.123175144195557
89,"Shawshank Redemption, The (1994)",5.080677032470703
90,Pather Panchali (1955),5.173539161682129
90,Angel Baby (1995),5.2724199295043945
90,Casablanca (1942),5.1079912185668945
90,"Boys, Les (1997)",5.433010578155518
90,Anna (1996),5.11009407043457
91,Star Wars (1977),4.592484951019287
91,Mina Tannenbaum (1994),4.765531063079834
91,Flirt (1995),4.7455596923828125
91,Pather Panchali (1955),4.670044898986816
91,Wallace & Gromit: The Best of Aardman Animation (1996),4.565798759460449
92,Mina Tannenbaum (1994),4.7652812004089355
92,Maya Lin: A Strong Clear Vision (1994),4.451268672943115
92,Angel Baby (1995),4.5681047439575195
92,Pather Panchali (1955),4.689492702484131
92,"World of Apu, The (Apur Sansar) (1959)",4.459418296813965
93,"Man in the Iron Mask, The (1998)",4.4546356201171875
93,One Night Stand (1997),4.428688049316406
93,Anna Karenina (1997),4.36651086807251
93,My Man Godfrey (1936),4.393615245819092
93,Crooklyn (1994),4.556590557098389
94,Faust (1994),4.975492477416992
94,"World of Apu, The (Apur Sansar) (1959)",5.047635555267334
94,Pather Panchali (1955),5.193835735321045
94,Maya Lin: A Strong Clear Vision (1994),4.987565040588379
94,Mina Tannenbaum (1994),5.114253520965576
95,"Shawshank Redemption, The (1994)",4.401179790496826
95,Golden Earrings (1947),4.327147006988525
95,Schindler's List (1993),4.603991985321045
95,It's a Wonderful Life (1946),4.3908796310424805
95,Pather Panchali (1955),4.389464378356934
96,Kaspar Hauser (1993),5.09203577041626
96,Wallace & Gromit: The Best of Aardman Animation (1996),5.59626579284668
96,"Wrong Trousers, The (1993)",5.035261631011963
96,Mina Tannenbaum (1994),5.197525978088379
96,Titanic (1997),5.213603496551514
97,Pather Panchali (1955),4.92324686050415
97,Star Wars (1977),4.849090576171875
97,"Wrong Trousers, The (1993)",5.075176239013672
97,Little City (1998),4.9399518966674805
97,Schizopolis (1996),4.962114334106445
98,Angel Baby (1995),5.457115173339844
98,Aparajito (1956),5.542578220367432
98,In the Bleak Midwinter (1995),5.644625186920166
98,Boy's Life 2 (1997),5.491607189178467
98,Mina Tannenbaum (1994),5.510635852813721
99,Pulp Fiction (1994),4.60158109664917
99,Hard Eight (1996),4.5692291259765625
99,Wallace & Gromit: The Best of Aardman Animation (1996),4.775288105010986
99,Flirt (1995),4.633573532104492
99,"Shawshank Redemption, The (1994)",4.606645584106445
100,Schindler's List (1993),4.0448808670043945
100,Fresh (1994),4.091954708099365
100,"Princess Bride, The (1987)",4.172266006469727
100,Flirt (1995),4.10076379776001
100,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",4.076323509216309
101,Star Wars (1977),3.8185763359069824
101,Titanic (1997),3.8402812480926514
101,Fresh (1994),3.7801082134246826
101,Angel Baby (1995),3.9699294567108154
101,Raiders of the Lost Ark (1981),3.959298610687256
102,Star Wars (1977),3.284454107284546
102,Maya Lin: A Strong Clear Vision (1994),3.3117871284484863
102,Pather Panchali (1955),3.3422834873199463
102,Fresh (1994),3.3974928855895996
102,They Made Me a Criminal (1939),3.415454149246216
103,Good Will Hunting (1997),4.472765922546387
103,Titanic (1997),4.569626808166504
103,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",4.746926784515381
103,"Saint of Fort Washington, The (1993)",4.471493721008301
103,Wallace & Gromit: The Best of Aardman Animation (1996),4.469491481781006
104,Pather Panchali (1955),4.172622203826904
104,"Wrong Trousers, The (1993)",4.1754961013793945
104,Wallace & Gromit: The Best of Aardman Animation (1996),4.198544025421143
104,Faust (1994),4.1542887687683105
104,"Close Shave, A (1995)",4.13743782043457
105,Pather Panchali (1955),4.53546142578125
105,Faust (1994),4.408429145812988
105,"Saint of Fort Washington, The (1993)",4.538588523864746
105,Wallace & Gromit: The Best of Aardman Animation (1996),4.461914539337158
105,"Double vie de V�ronique, La (Double Life of Veronique, The) (1991)",4.516774654388428
106,Anna (1996),4.446293830871582
106,Pather Panchali (1955),4.5757222175598145
106,Schindler's List (1993),4.63064432144165
106,Mina Tannenbaum (1994),4.541648864746094
106,Angel Baby (1995),4.380901336669922
107,Bad Taste (1987),5.148746013641357
107,SubUrbia (1997),4.65902853012085
107,"Mis�rables, Les (1995)",4.990494728088379
107,Stalingrad (1993),4.747751235961914
107,Burnt By the Sun (1994),4.895805358886719
108,Faust (1994),4.915985107421875
108,Pather Panchali (1955),4.79369592666626
108,Kaspar Hauser (1993),4.701445579528809
108,"Close Shave, A (1995)",4.699253082275391
108,Burnt By the Sun (1994),4.7001872062683105
109,Golden Earrings (1947),4.521218299865723
109,"Affair to Remember, An (1957)",4.4649529457092285
109,Fresh (1994),4.599064350128174
109,Star Wars (1977),4.416484355926514
109,Raiders of the Lost Ark (1981),4.600038528442383
110,Titanic (1997),4.168818473815918
110,As Good As It Gets (1997),3.9195406436920166
110,Mina Tannenbaum (1994),3.984938621520996
110,Ruby in Paradise (1993),3.869675874710083
110,"Shawshank Redemption, The (1994)",3.8855679035186768
111,Mina Tannenbaum (1994),4.357396602630615
111,"Shawshank Redemption, The (1994)",4.3703107833862305
111,Schindler's List (1993),4.383450031280518
111,They Made Me a Criminal (1939),4.34126091003418
111,Pather Panchali (1955),4.30923318862915
112,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",4.809133052825928
112,"Story of Xinghua, The (1993)",4.654591083526611
112,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",4.875207424163818
112,N�nette et Boni (1996),5.015279769897461
112,To Live (Huozhe) (1994),4.957778453826904
113,Ruby in Paradise (1993),4.822681427001953
113,Live Nude Girls (1995),4.605495452880859
113,"Wild Bunch, The (1969)",4.523266315460205
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",4.555339813232422
113,Mina Tannenbaum (1994),4.849135875701904
114,Paths of Glory (1957),4.39901065826416
114,C'est arriv� pr�s de chez vous (1992),4.438597679138184
114,Boy's Life 2 (1997),4.351766109466553
114,Bitter Moon (1992),4.2830352783203125
114,"World of Apu, The (Apur Sansar) (1959)",4.33021879196167
115,Faust (1994),4.825752258300781
115,"Double vie de V�ronique, La (Double Life of Veronique, The) (1991)",4.80504846572876
115,Pather Panchali (1955),4.915833950042725
115,Little City (1998),5.1877241134643555
115,"World of Apu, The (Apur Sansar) (1959)",4.850037574768066
116,Hearts and Minds (1996),3.9316108226776123
116,Angel Baby (1995),4.116931915283203
116,"World of Apu, The (Apur Sansar) (1959)",3.9290711879730225
116,Mina Tannenbaum (1994),4.520407199859619
116,"Godfather, The (1972)",3.9738829135894775
117,Flirt (1995),5.044918537139893
117,Wallace & Gromit: The Best of Aardman Animation (1996),5.080771446228027
117,They Made Me a Criminal (1939),4.9705491065979
